Data as of,Start Date,End Date,Group,Year,Month,State,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Texas,1957,2169,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Texas,2258,2521,46
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Texas,6484,4837,40
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Texas,4796,3748,25
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Texas,1362,1713,44
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Texas,434,1130,31
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Texas,317,1054,14
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Texas,507,1068,16
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Texas,1069,1359,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Texas,1092,1310,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Texas,690,1143,11
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Texas,259,503,10
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Utah,0,105,15
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Utah,0,92,17
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Utah,,128,19
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Utah,44,87,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Utah,70,89,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Utah,68,99,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Utah,146,118,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Utah,95,107,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Utah,77,108,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Utah,190,166,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Utah,429,253,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Utah,531,324,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Utah,447,307,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Utah,173,144,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Utah,97,111,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Utah,62,95,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Utah,62,89,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Utah,67,91,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Utah,116,110,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Utah,246,198,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Utah,347,271,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Utah,398,300,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Utah,365,288,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Utah,291,274,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Utah,407,271,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Utah,294,209,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Utah,98,142,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Utah,25,86,11
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Utah,24,87,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Utah,70,91,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Utah,91,94,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Utah,55,92,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Utah,41,81,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Utah,31,50,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Vermont,0,29,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Vermont,0,27,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Vermont,16,46,
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Vermont,38,35,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Vermont,,24,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Vermont,,15,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Vermont,,13,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Vermont,0,13,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Vermont,0,15,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Vermont,0,20,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Vermont,16,19,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Vermont,67,43,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Vermont,28,35,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Vermont,26,27,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Vermont,22,24,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Vermont,15,14,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Vermont,,18,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Vermont,,12,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Vermont,,19,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Vermont,17,34,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Vermont,46,42,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Vermont,41,50,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Vermont,38,39,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Vermont,67,76,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Vermont,71,60,0
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Vermont,60,39,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Vermont,24,31,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Vermont,21,28,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Vermont,37,30,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Vermont,17,23,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Vermont,18,30,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Vermont,23,26,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Vermont,20,29,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Vermont,17,20,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Virginia,0,340,33
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Virginia,0,262,46
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Virginia,62,362,44
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Virginia,753,591,14
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Virginia,854,473,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Virginia,395,353,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Virginia,370,360,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Virginia,475,443,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Virginia,476,390,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Virginia,483,437,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Virginia,743,537,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Virginia,1545,936,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Virginia,2324,1306,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Virginia,1239,820,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Virginia,597,495,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Virginia,488,465,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Virginia,341,370,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Virginia,157,291,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Virginia,124,288,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Virginia,550,475,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Virginia,1264,921,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Virginia,1053,829,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Virginia,600,580,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Virginia,931,768,10
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Virginia,2122,1311,13
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Virginia,1210,815,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Virginia,407,382,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Virginia,141,273,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Virginia,183,302,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Virginia,245,292,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Virginia,293,293,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Virginia,356,306,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Virginia,288,326,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Virginia,132,182,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Washington,0,334,50
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Washington,,317,33
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Washington,289,539,51
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Washington,549,556,13
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Washington,275,348,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Washington,159,255,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Washington,292,362,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Washington,290,346,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Washington,178,325,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Washington,245,384,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Washington,483,500,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Washington,938,813,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Washington,790,687,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Washington,402,448,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Washington,198,322,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Washington,232,337,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Washington,282,415,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Washington,206,355,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Washington,168,345,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Washington,670,677,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Washington,1209,1046,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Washington,848,876,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Washington,647,691,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Washington,513,625,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Washington,1131,1009,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Washington,804,684,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Washington,243,378,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Washington,125,285,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Washington,175,325,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Washington,253,369,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Washington,314,352,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Washington,262,348,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Washington,187,310,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Washington,83,143,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,West Virginia,0,160,10
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,West Virginia,0,146,24
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,West Virginia,,145,32
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,West Virginia,49,161,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,West Virginia,38,141,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,West Virginia,13,119,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,West Virginia,34,129,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,West Virginia,110,138,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,West Virginia,115,153,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,West Virginia,136,193,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,West Virginia,309,259,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,West Virginia,758,483,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,West Virginia,717,531,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,West Virginia,278,291,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,West Virginia,109,217,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,West Virginia,138,182,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,West Virginia,136,189,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,West Virginia,66,147,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,West Virginia,43,146,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,West Virginia,225,287,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,West Virginia,684,547,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,West Virginia,653,518,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,West Virginia,452,407,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,West Virginia,437,403,0
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,West Virginia,627,563,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,West Virginia,530,449,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,West Virginia,230,256,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,West Virginia,75,213,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,West Virginia,91,163,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,West Virginia,87,204,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,West Virginia,110,210,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,West Virginia,143,206,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,West Virginia,124,197,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,West Virginia,70,123,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Wisconsin,,266,18
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Wisconsin,0,249,47
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Wisconsin,44,310,86
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Wisconsin,311,274,13
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Wisconsin,288,240,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Wisconsin,164,181,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Wisconsin,166,188,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Wisconsin,200,237,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Wisconsin,218,228,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Wisconsin,992,527,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Wisconsin,2131,948,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Wisconsin,1771,790,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Wisconsin,1041,565,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Wisconsin,411,293,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Wisconsin,187,223,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Wisconsin,191,215,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Wisconsin,170,232,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Wisconsin,72,192,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Wisconsin,67,197,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Wisconsin,312,304,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Wisconsin,654,483,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Wisconsin,740,548,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Wisconsin,890,610,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Wisconsin,1341,813,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Wisconsin,1473,765,16
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Wisconsin,597,410,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Wisconsin,203,254,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Wisconsin,86,215,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Wisconsin,145,224,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Wisconsin,130,197,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Wisconsin,177,205,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Wisconsin,206,206,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Wisconsin,167,201,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Wisconsin,90,146,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Wyoming,0,28,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Wyoming,0,29,
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Wyoming,0,33,
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Wyoming,,34,0
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Wyoming,,16,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Wyoming,,12,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Wyoming,,23,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Wyoming,,24,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Wyoming,12,29,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Wyoming,71,40,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Wyoming,163,94,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Wyoming,183,113,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Wyoming,100,79,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Wyoming,45,42,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Wyoming,16,28,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Wyoming,,19,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Wyoming,23,25,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Wyoming,22,36,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Wyoming,43,44,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Wyoming,79,67,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Wyoming,174,121,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Wyoming,210,149,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Wyoming,158,122,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Wyoming,85,76,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Wyoming,81,68,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Wyoming,78,67,0
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Wyoming,24,34,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Wyoming,11,22,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Wyoming,11,19,0
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Wyoming,18,25,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Wyoming,21,22,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Wyoming,27,19,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Wyoming,15,20,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Wyoming,,10,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Puerto Rico,0,345,19
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Puerto Rico,0,353,25
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Puerto Rico,22,381,15
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Puerto Rico,78,328,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Puerto Rico,35,256,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Puerto Rico,16,218,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Puerto Rico,91,282,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Puerto Rico,198,413,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Puerto Rico,233,393,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Puerto Rico,176,376,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Puerto Rico,340,504,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Puerto Rico,440,634,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Puerto Rico,249,491,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Puerto Rico,132,348,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Puerto Rico,68,335,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Puerto Rico,198,417,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Puerto Rico,186,399,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Puerto Rico,37,267,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Puerto Rico,31,271,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Puerto Rico,314,474,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Puerto Rico,269,522,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Puerto Rico,79,322,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Puerto Rico,28,263,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Puerto Rico,54,334,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Puerto Rico,622,800,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Puerto Rico,211,473,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Puerto Rico,47,314,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Puerto Rico,52,292,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Puerto Rico,186,395,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Puerto Rico,222,388,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Puerto Rico,201,405,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Puerto Rico,222,435,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Puerto Rico,168,396,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Puerto Rico,80,260,
