Data as of,Start Date,End Date,Group,Year,Month,State,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Maryland,0,280,40
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Maryland,48,376,45
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Maryland,1280,877,28
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Maryland,1542,823,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Maryland,675,508,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Maryland,319,329,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Maryland,275,308,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Maryland,198,291,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Maryland,245,363,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Maryland,637,483,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Maryland,1512,877,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Maryland,1419,891,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Maryland,841,613,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Maryland,487,467,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Maryland,541,443,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Maryland,333,337,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Maryland,117,269,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Maryland,73,273,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Maryland,226,326,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Maryland,473,494,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Maryland,500,533,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Maryland,333,416,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Maryland,758,638,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Maryland,1825,1103,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Maryland,580,482,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Maryland,202,320,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Maryland,107,274,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Maryland,153,279,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Maryland,189,254,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Maryland,188,254,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Maryland,218,295,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Maryland,202,248,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Maryland,108,196,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Massachusetts,0,406,51
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Massachusetts,,388,70
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Massachusetts,130,517,63
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Massachusetts,3942,1962,15
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Massachusetts,3047,1391,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Massachusetts,638,456,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Massachusetts,198,254,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Massachusetts,121,240,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Massachusetts,102,240,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Massachusetts,199,349,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Massachusetts,486,493,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Massachusetts,1357,894,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Massachusetts,1712,1079,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Massachusetts,809,643,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Massachusetts,412,437,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Massachusetts,269,350,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Massachusetts,196,330,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Massachusetts,84,235,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Massachusetts,69,277,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Massachusetts,164,338,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Massachusetts,352,420,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Massachusetts,335,472,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Massachusetts,368,471,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Massachusetts,808,745,11
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Massachusetts,1597,1059,15
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Massachusetts,629,523,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Massachusetts,171,314,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Massachusetts,124,280,20
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Massachusetts,249,329,28
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Massachusetts,191,295,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Massachusetts,167,275,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Massachusetts,209,281,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Massachusetts,173,283,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Massachusetts,178,193,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Michigan,0,531,40
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Michigan,,490,84
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Michigan,504,884,112
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Michigan,3646,2562,31
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Michigan,1297,961,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Michigan,302,475,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Michigan,191,420,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Michigan,246,526,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Michigan,228,464,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Michigan,588,666,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Michigan,2114,1557,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Michigan,3223,2055,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Michigan,1743,1257,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Michigan,681,663,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Michigan,582,709,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Michigan,1732,1372,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Michigan,1313,1132,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Michigan,362,554,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Michigan,133,414,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Michigan,420,598,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Michigan,852,930,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Michigan,1356,1271,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Michigan,2299,1780,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Michigan,3472,2448,12
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Michigan,2832,2022,16
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Michigan,1284,1006,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Michigan,462,592,13
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Michigan,240,418,23
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Michigan,349,546,23
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Michigan,336,434,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Michigan,326,475,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Michigan,385,411,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Michigan,414,448,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Michigan,280,318,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Minnesota,0,307,30
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Minnesota,0,251,46
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Minnesota,21,277,53
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Minnesota,396,384,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Minnesota,705,394,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Minnesota,370,278,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Minnesota,154,212,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Minnesota,214,251,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Minnesota,241,237,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Minnesota,495,350,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Minnesota,1477,766,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Minnesota,1761,851,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Minnesota,807,434,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Minnesota,300,259,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Minnesota,206,229,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Minnesota,284,296,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Minnesota,235,287,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Minnesota,112,201,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Minnesota,64,214,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Minnesota,166,271,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Minnesota,388,382,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Minnesota,599,505,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Minnesota,879,658,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Minnesota,1141,779,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Minnesota,953,609,22
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Minnesota,534,405,10
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Minnesota,188,251,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Minnesota,95,184,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Minnesota,166,232,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Minnesota,183,220,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Minnesota,182,227,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Minnesota,177,220,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Minnesota,169,228,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Minnesota,130,164,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Mississippi,0,208,10
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Mississippi,,211,25
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Mississippi,33,252,23
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Mississippi,306,371,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Mississippi,458,415,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Mississippi,324,309,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Mississippi,676,546,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Mississippi,814,646,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Mississippi,457,389,
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Mississippi,378,403,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Mississippi,590,523,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Mississippi,1124,804,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Mississippi,1330,1004,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Mississippi,585,491,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Mississippi,281,310,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Mississippi,168,235,
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Mississippi,162,250,
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Mississippi,101,211,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Mississippi,228,311,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Mississippi,1214,855,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Mississippi,1048,799,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Mississippi,375,394,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Mississippi,181,269,
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Mississippi,234,314,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Mississippi,1019,652,10
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Mississippi,810,565,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Mississippi,234,301,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Mississippi,90,208,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Mississippi,50,175,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Mississippi,100,180,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Mississippi,216,268,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Mississippi,204,239,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Mississippi,144,230,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Mississippi,70,131,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Missouri,0,363,36
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Missouri,0,303,73
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Missouri,32,379,86
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Missouri,460,453,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Missouri,405,371,
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Missouri,196,281,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Missouri,272,318,
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Missouri,487,464,
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Missouri,679,502,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Missouri,1123,706,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Missouri,2071,1243,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Missouri,2334,1429,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Missouri,1741,1126,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Missouri,639,560,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Missouri,325,401,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Missouri,219,317,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Missouri,205,337,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Missouri,283,387,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Missouri,743,646,
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Missouri,1418,1109,
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Missouri,1054,857,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Missouri,661,627,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Missouri,540,587,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Missouri,1118,957,12
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Missouri,2042,1379,24
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Missouri,1153,889,13
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Missouri,322,405,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Missouri,126,306,11
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Missouri,102,310,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Missouri,139,293,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Missouri,283,334,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Missouri,273,312,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Missouri,226,290,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Missouri,105,187,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Montana,0,51,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Montana,0,43,10
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Montana,,72,20
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Montana,11,42,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Montana,,31,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Montana,,36,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Montana,44,38,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Montana,50,53,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Montana,93,75,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Montana,279,192,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Montana,405,233,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Montana,376,214,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Montana,179,111,0
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Montana,75,68,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Montana,61,59,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Montana,33,44,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,30,64,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,39,68,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,53,74,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,152,142,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,294,191,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,444,305,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,311,250,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,145,120,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Montana,176,160,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Montana,190,134,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Montana,69,71,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Montana,18,45,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Montana,26,65,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Montana,20,32,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Montana,52,51,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Montana,38,53,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Montana,32,42,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Montana,23,21,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,0,130,29
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,0,105,13
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,,123,
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,76,122,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,111,116,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,92,95,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,48,99,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,101,113,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,117,116,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,281,177,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,798,434,
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,623,327,0
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,345,244,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,120,129,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,76,113,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,66,110,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,65,92,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,25,95,
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,48,99,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,145,165,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Nebraska,186,180,
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Nebraska,259,214,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Nebraska,262,229,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Nebraska,342,306,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Nebraska,385,297,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Nebraska,270,207,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Nebraska,87,123,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Nebraska,30,99,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Nebraska,34,87,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Nebraska,43,66,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Nebraska,69,70,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Nebraska,64,75,
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Nebraska,56,72,
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Nebraska,22,46,
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,Nevada,0,166,19
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,Nevada,0,144,18
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,Nevada,35,219,15
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,Nevada,228,325,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,Nevada,162,220,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,Nevada,91,177,
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,Nevada,366,405,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,Nevada,474,499,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,Nevada,228,292,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,Nevada,179,257,0
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,Nevada,523,514,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,Nevada,1241,1136,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,Nevada,1175,1072,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,Nevada,555,551,
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,Nevada,219,281,
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,Nevada,158,240,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,Nevada,119,212,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,Nevada,125,209,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,Nevada,374,406,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,Nevada,728,695,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,Nevada,734,706,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,Nevada,530,554,
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,Nevada,455,482,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,Nevada,473,528,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,Nevada,947,870,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,Nevada,660,641,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,Nevada,213,272,
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,Nevada,67,176,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,Nevada,72,193,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,Nevada,113,206,
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,Nevada,160,231,
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,Nevada,101,192,0
10/31/2022,09/01/2022,09/30/2022,By Month,2022,9,Nevada,41,150,0
10/31/2022,10/01/2022,10/29/2022,By Month,2022,10,Nevada,29,74,0
10/31/2022,01/01/2020,01/31/2020,By Month,2020,1,New Hampshire,0,74,
10/31/2022,02/01/2020,02/29/2020,By Month,2020,2,New Hampshire,0,63,16
10/31/2022,03/01/2020,03/31/2020,By Month,2020,3,New Hampshire,10,86,10
10/31/2022,04/01/2020,04/30/2020,By Month,2020,4,New Hampshire,83,94,
10/31/2022,05/01/2020,05/31/2020,By Month,2020,5,New Hampshire,190,101,0
10/31/2022,06/01/2020,06/30/2020,By Month,2020,6,New Hampshire,100,53,0
10/31/2022,07/01/2020,07/31/2020,By Month,2020,7,New Hampshire,33,45,0
10/31/2022,08/01/2020,08/31/2020,By Month,2020,8,New Hampshire,14,45,0
10/31/2022,09/01/2020,09/30/2020,By Month,2020,9,New Hampshire,,50,0
10/31/2022,10/01/2020,10/31/2020,By Month,2020,10,New Hampshire,42,49,
10/31/2022,11/01/2020,11/30/2020,By Month,2020,11,New Hampshire,70,65,0
10/31/2022,12/01/2020,12/31/2020,By Month,2020,12,New Hampshire,277,97,
10/31/2022,01/01/2021,01/31/2021,By Month,2021,1,New Hampshire,312,151,
10/31/2022,02/01/2021,02/28/2021,By Month,2021,2,New Hampshire,89,70,0
10/31/2022,03/01/2021,03/31/2021,By Month,2021,3,New Hampshire,49,68,0
10/31/2022,04/01/2021,04/30/2021,By Month,2021,4,New Hampshire,37,53,0
10/31/2022,05/01/2021,05/31/2021,By Month,2021,5,New Hampshire,35,44,0
10/31/2022,06/01/2021,06/30/2021,By Month,2021,6,New Hampshire,18,39,0
10/31/2022,07/01/2021,07/31/2021,By Month,2021,7,New Hampshire,11,40,0
10/31/2022,08/01/2021,08/31/2021,By Month,2021,8,New Hampshire,40,72,0
10/31/2022,09/01/2021,09/30/2021,By Month,2021,9,New Hampshire,63,65,0
10/31/2022,10/01/2021,10/31/2021,By Month,2021,10,New Hampshire,113,111,0
10/31/2022,11/01/2021,11/30/2021,By Month,2021,11,New Hampshire,158,127,0
10/31/2022,12/01/2021,12/31/2021,By Month,2021,12,New Hampshire,279,211,
10/31/2022,01/01/2022,01/31/2022,By Month,2022,1,New Hampshire,248,183,
10/31/2022,02/01/2022,02/28/2022,By Month,2022,2,New Hampshire,134,115,
10/31/2022,03/01/2022,03/31/2022,By Month,2022,3,New Hampshire,43,55,0
10/31/2022,04/01/2022,04/30/2022,By Month,2022,4,New Hampshire,20,70,
10/31/2022,05/01/2022,05/31/2022,By Month,2022,5,New Hampshire,43,55,
10/31/2022,06/01/2022,06/30/2022,By Month,2022,6,New Hampshire,38,56,0
10/31/2022,07/01/2022,07/31/2022,By Month,2022,7,New Hampshire,30,56,0
10/31/2022,08/01/2022,08/31/2022,By Month,2022,8,New Hampshire,32,47,0
